number,key,question,options
,HIRING7A_W27,Would you feel better or worse about computer programs making hiring decisions if these computer programs included public data about each candidate - such as the material they post on social media - in making their evaluations,"['Better', 'Worse', 'No difference', 'Refused']"
,HIRING7B_W27,"Would you feel better or worse about computer programs making hiring decisions if companies used these computer programs to conduct initial screenings of potential candidates, but then interviewed those candidates in the traditional way","['Better', 'Worse', 'No difference', 'Refused']"
,VOICE1_W27,"Do you ever use a voice-controlled digital assistant, such as Apple Siri, Amazon Alexa, Google Assistant, or Microsoft Cortana?","['Yes', 'No', 'Refused']"
,VOICE3_W27,"Do you ever use a digital assistant to control other devices in your home, such as a stereo, tv, thermostat, or lighting?","['Yes', 'No', 'Refused']"
,VOICE4_W27,"When you use digital assistants, how often do they accurately respond to your commands?","['Most of the time', 'Some of the time', 'Not very often', 'Refused']"
,VOICE5A_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It lets me use my phone or device while doing other things with my hands","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,VOICE5B_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? Spoken language feels more natural than typing","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,VOICE5C_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It's easier for children to use","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,VOICE5D_W27,"Which of the following, if any, are reasons why you use a voice-controlled digital assistant? It's fun","['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
,DRONE1_W27,Do you personally own a flying drone?,"['Yes', 'No', 'Refused']"
,DRONE2_W27,Have you ever seen someone operating a drone?,"['Yes', 'No', 'Refused']"
,DRONE4A_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near people's homes,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']"
,DRONE4B_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? Near crime scenes or traffic accidents,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']"
,DRONE4C_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? On beaches,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']"
,DRONE4D_W27,Do you think that private citizens should or should not be allowed to pilot drones in the following areas? In public parks,"['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']"
,DRONE4E_W27,"Do you think that private citizens should or should not be allowed to pilot drones in the following areas? At events, like concerts or rallies","['Should be allowed', 'Should not be allowed', 'It depends', 'Refused']"
,PERSDISCR_W29,"Have you ever personally experienced discrimination or been treated unfairly because of your gender, or not?","['Yes', 'No', 'Refused']"
,NOWSMK_NHIS_W29,Do you now smoke cigarettes,"['Every day', 'Some days', 'Not at all', 'Refused']"
,BLOODPR_W29,"Have you ever been told by a doctor or other health professional that you had hypertension, also called high blood pressure?","['Yes', 'No', 'Refused']"
,DIFF1A_W29,Do you think men and women are basically similar or basically different when it comes to their hobbies and personal interests?,"['Men and women are basically similar', 'Men and women are basically different', 'Refused']"
,DIFF1B_W29,Do you think men and women are basically similar or basically different when it comes to their physical abilities?,"['Men and women are basically similar', 'Men and women are basically different', 'Refused']"
,DIFF1C_W29,Do you think men and women are basically similar or basically different when it comes to their approach to parenting?,"['Men and women are basically similar', 'Men and women are basically different', 'Refused']"
,DIFF1D_W29,Do you think men and women are basically similar or basically different when it comes to how they express their feelings?,"['Men and women are basically similar', 'Men and women are basically different', 'Refused']"
,DIFF1E_W29,Do you think men and women are basically similar or basically different when it comes to the things they are good at in the workplace?,"['Men and women are basically similar', 'Men and women are basically different', 'Refused']"
,MASC2_W29,"Now thinking about how you see yourself, would you describe yourself as","['Very manly or masculine', 'Somewhat manly or masculine', 'Not too manly or masculine', 'Not at all manly or masculine', 'Refused']"
,FEM2_W29,"Now thinking about how you see yourself, would you describe yourself as","['Very womanly or feminine', 'Somewhat womanly or feminine', 'Not too womanly or feminine', 'Not at all womanly or feminine', 'Refused']"
,MASC1F1_W29,"Thinking about how society sees men these days, in general, would you say","['Most people look up to men who are manly or masculine', 'Most people look down on men who are manly or masculine', 'Neither', 'Refused']"
,MASC2AF1_W29,Do you think it's a good thing or a bad thing that most people in our society look up to men who are manly or masculine?,"['Good thing', 'Bad thing', 'Refused']"
,MASC2BF1_W29,Do you think it's a good thing or a bad thing that most people in our society look down on men who are manly or masculine?,"['Good thing', 'Bad thing', 'Refused']"
,FEM1F2_W29,"Thinking about how society sees women these days, in general, would you say","['Most people look up to women who are womanly or feminine', 'Most people look down on women who are womanly or feminine', 'Neither', 'Refused']"
,FEM2AF2_W29,Do you think it's a good thing or a bad thing that most people in our society look up to women who are womanly or feminine?,"['Good thing', 'Bad thing', 'Refused']"
,FEM2BF2_W29,Do you think it's a good thing or a bad thing that most people in our society look down on women who are womanly or feminine?,"['Good thing', 'Bad thing', 'Refused']"
,GOODJOBS_W29,"In general, thinking about job opportunities where you live, would you say that","['There are plenty of good jobs available', 'Good jobs are difficult to find', 'Refused']"
,HELPHURTA_W29,"Thinking about your work life, has the growing number of immigrants working in this country done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?","['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
,HELPHURTB_W29,"Thinking about your work life, has more women in the workforce done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?","['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
,HELPHURTC_W29,"Thinking about your work life, has a growing emphasis on diversity in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?","['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
,HELPHURTD_W29,"Thinking about your work life, has increased outsourcing of jobs to other countries done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?","['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
,HELPHURTE_W29,"Thinking about your work life, has automation of jobs through new technology in the workplace done more to help or hurt your job or career, or hasn't it made much of a difference for your job or career?","['Has done more to help my job or career', 'Has done more to hurt my job or career', ""Hasn't made much of a difference"", 'Refused']"
